Company Name,Skills Set,Information Link,Description,Posted Time
AnanthaCyberTechPvtLimited,"rest,python,cloudservices,informationtechnology,svn,javascript,jquery,django,git,apache,debugging,json,html,mysql,mongodb",https://www.timesjobs.com/job-detail/python-lead-anantha-cyber-tech-pvt-limited-hyderabad-secunderabad-6-to-8-yrs-jobid-__SLASH__RRikRBchY1zpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		JobtitlePythonleadDesignationPythonleadDescription*Have5yearsofCodingexperience*Have3yearsofPythonexperience*ExpertinPython(2to3),withknowledgeofatleastonePythonwebframework(suchasDjango,Flask)Basicunderstandingoffront-endtechnologies,suchasJavaScript,HTML,andCSS3*Strongautomatedunittestanddebuggingskills*Proficientunderstandingofcodeversioningtools(suchasGit,MercurialorSVN)ExperiencewithMySQLandMongoDB*Hands-onexperiencewithsettingupawebserversuchasApacheornginx*Hands-onexperiencewithPublicCloudservicessuchasAWS(EC2,S3,RDS,SQS)ExperiencewithJavaScript/JQuery*Abilitytododatabasedesignandmodelling*ProficientinHTTPprotocol,RESTAPls,JSONQualificationBachelorsDegreeFunctionAreaInformationTechnologyJobTypePermanentSalaryTypePerMonthSalaryRangeRS80000-90000Experience6-8YearsSkillsPythonwebframework(suchasDjango,Flask),JavaScript,HTML,CSS3CityHyderabadCountryINDIAStatusActive",Posted few days ago
AxisTechnolabs,"python,css,userinteraction,bootstrap,openerp,database,xml,oops,html",https://www.timesjobs.com/job-detail/python-developer-axistechnolabs-ahmedabad-0-to-1-yrs-jobid-UqL7KgAUov1zpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		Responsibilities:WeareofferingyouPaidodoo-pythoninternshipfor3monthsandaftercompletion,youwillgetajobonyourhand,100PERCENTJobPlacement,WesuggesttostartyourcareerwithodooERPdeveloper.Whychooseodootogrowyourcareerwithbecominganodoodeveloper?OdooERPisemergingfasterthananyotherproprietyERPowingtothefactthatitisOpenSource.Open-SourcenatureofOdooplatformisgoingtomakethemostimpactinthedevelopingmarket.ThefutureofOdooisexceptionallygoodwithmorethan2millionusersintheworld.LivelyuserinteractionindevelopmentandusageisassuredtoboosttheOdooplatforminthecomingyears.OdoousesPythonprogramminglanguageapowerfulhigh-levelobject-orientedprogramminglanguage,givingOdooabetterchanceoverothercompetitors.AxisTechnolabsalsoprovidesopportunitiesforthosewhoareaspiringtobuildacareerinodoo.FormoreinformationfeelfreecontactusOdooInternshipIncludes:DesignanddevelopOdoo(OpenERP)apps(newmoduleImplementation,customization)CreatePythonandOdoo(OpenERP)frameworkofexistingappsDevelopapplicationswhichmakeanykindofeffectinpeopleslivesTrackrecordofimplementingwelldesignedmobileapplicationsCoordinatewithseniordeveloperstodesignanddeveloprealtimewebapplicationandERPsoftwareRequiredSkillsandQualificationShouldbewillingtolearnOdoo&OpenSourceERPSystemShouldhavequickgraspingpowerBasicUnderstandingofXmp,DatabasePython,OopsConceptsSelfMotivatedandawillingnesstolearnMusthavedegreeofB.E/B.Tech/MCA/BCA/MSC-IT",Posted few days ago
AxisTechnolabs,"python,django,html5,teamplayer,angularjs,javascript",https://www.timesjobs.com/job-detail/python-developer-axistechnolabs-ahmedabad-1-to-4-yrs-jobid-jBHxIZqZMQxzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		JobDescription:Responsibilities:-HavingstrongknowledgeinPythonframework(Django,FlaskorPyramid)-HavingstrongknowledgeinjavaScript/HTML5/CSS3-SASSandLESS-BasicknowledgeaboutReactJs,AngularJS,NodeJS-Abilitytoworkwithobject-relationalmapping-Shouldbemotivatedselfstarterandaverygoodteamplayer-Strongskillinproblem-solvinginapplication-Writeeffective,scalablecode-Goodclientcommunicationskills",Posted few days ago
AxisTechnolabs,"python,css,html5,bootstrap,openerp,javascript,jquery,oops",https://www.timesjobs.com/job-detail/python-odoo-axistechnolabs-ahmedabad-0-to-1-yrs-jobid-EoanoBT6fNtzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		Responsibilities:Python/OdooInternshipWeareofferingFreePython/OdooInternshipatAxisTechnolabs,AhmedabadTrainingJobOpportunityforFreshertobuildcareer.BCA,BE,MCA,Diploma,BscIT,MscITcandidatecanapplyforthisposition.Note:OnlyfreshercanApply.Offerforlastyearstudentwhocanjoinafterinternship.ResponsibilitiesandDuties(1)DesignanddevelopOdoo(OpenERP)apps(newmoduledevelopment,customization,Themeintegration)(2)Developwebapplications(3)AdvantageforcandidatewhohasknowledgeofOdooUI,APPS(4)Worktogetherwithseniordeveloperstodesign,developmentandtesting.(5)GoodCommunicationandcodeunderstandingSkillsisamust.(6)HTML5,Bootstrap,JavaScript,CSSandJqueryunderstanding.(7)BasicUnderstandingofOopsConceptsSelfMotivatedandawillingnesstolearnnewthings.(8)ShouldwillingtolearnOdoo&OpenSourceERPSystem.(9)Shouldhavequickgraspingskills.Startyourcareerwithtrainingof3-6monthsandaftertrainingopportunitybecomeemployeeGreatplacetogrowinITIndustry.",Posted few days ago
FluperLimited,"c#,python,virtualreality,mobile,augmentedreality,opencv",https://www.timesjobs.com/job-detail/python-developer-fluper-limited-noida-greater-noida-2-to-7-yrs-jobid-ETCeznAalQBzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		JobResponsibilitiesHands-onexposuretodevicessuchasMicrosoftHoloLens,HTCVive,Oculus,SamsungGearVRalongwithmobilebasedAR/VRsolutionsStrongproficiencywithOpencvKnowledgeofvariousAR/VRSDKs,C#HavingworkingexperienceonVirtualRealityandAugmentedRealityProjects",Posted few days ago
Drawsera,"css,ajax,jquery,sql,database,postgresql,mysql,html,mvc,python,javascript,django",https://www.timesjobs.com/job-detail/python-developer-drawsera-mumbai-1-to-5-yrs-jobid-gri6tCYAyRJzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		JobDescriptionPosition:PythonDeveloperExperience:1-5yearsLocation:AndheriWest,MumbaiJobDescription:DevelopEnterpriseLevelWebbasedorDesktopapplicationsinCorePython/MVCFrameworksDjango.KeyResponsibilities:FullydevelopWebbasedorEnterpriseLevelDesktopapplicationsinCorePython/MVCFrameworksDjangoWritingclean,optimisedPython&SQLcodestoahighstandard,inatimelyandscalablewayTroubleshooting,testingandmaintainingtheapplicationanddatabaseFollowindustrybestpracticeswhenwritingPythoncodesorSQLQueriesMandatoryRequirements:ExpertknowledgeandcommandonPythonlanguage,whocanworkonWeb/DesktopApplicationdevelopment.Design,developandcodevariousWeb/Desktopapplicationstoensureprojectsareimplementedonschedule.Expertknowledgeofrelationaldatabases/SQL,mostlyMySQLorPostgreSQLGoodknowledgeofAJAX,JavaScriptandjQueryGoodknowledgeofHTMLandCSSGoodknowledgeofEnterpriseLevelMVCFrameworkslikeDjangoisbigadvantagebutnotmandatoryGoodknowledgeofPythonbasedCMSisgoodadvantagebutnotmandatoryDesigncreativityisaverybigadvantagebutnotmandatorySoftSkills:GoodcommunicationskillsinEnglish,abilitytolistentocustomer,understandtheirrequirementsandrespondbackmeaningfully.Abilitytoworkinasmallteamorindividuallyandsharedifferenttaskswhicharepertinenttotheorganization.PreferredAttributes:BS/MSdegreeinComputerScience,Engineeringorarelatedsubject",Posted few days ago
happymarketers,"securitycompliance,python,html5,mobile,storage,javascript,sql,database,django,debugging",https://www.timesjobs.com/job-detail/python-developer-happy-marketers-singapore-2-to-3-yrs-jobid-bi5qEi6xOItzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		Jobdescription:Writingreusable,testable,andefficientcodeDesignandimplementationoflowlatency,highavailability,andperformantapplicationsIntegrationofuser-facingelementsdevelopedbyfront-enddeveloperswithserversidelogicIntegrationofdatastoragesolutions{{mayincludedatabases,key-valuestores,blobstores,etc.}}MandatorySkills:PythonDatabaseSQL,No-SqlAWSLambda/GoogleCloudFunctionsSecondarySkills:ExpertinPython,withknowledgeofatleastwithPythonwebframework(Django,Flasketc.)Experience2to3yearsAbletointegratemultipledatasourcesanddatabasesintoonesystemUnderstandingofthethreadinglimitationsofPython,andmulti-processarchitectureGoodunderstandingofserver-sidetemplatinglanguages{{suchasJinja2,Mako}}Basicunderstandingoffront-endtechnologies,suchasJavaScript,HTML5,andCSS3UnderstandingofaccessibilityandsecuritycomplianceFamiliaritywithevent-drivenprogramminginPythonUnderstandingofthedifferencesbetweenmultipledeliveryplatforms,suchasmobilevsdesktop,andoptimizingoutputtomatchthespecificplatformAbletocreatedatabaseschemasthatrepresentandsupportbusinessprocessesStrongunittestanddebuggingskillsProficientunderstandingofcodeversioningtools",Posted few days ago
HRDEVIANDASSOCIATES,"python,applicationpackaging,orchestration,wix,installshield,docker,git,vbscript",https://www.timesjobs.com/job-detail/python-developer-hr-devi-and-associates-bengaluru-bangalore-6-to-9-yrs-jobid-22ggDmu25hFzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		TFS,git,Installshield,WiX,Jenkins,Bitbucket,Sonar,Selenium,NUnit,Artifactory,MicroservicesandContainerization,DockerComponentsandOrchestration,Scriptinglanguage:Python,VBScript,BatchScript,PowerShellScriptingMusthaveexperienceinApplicationPackagingtoolslikeInstallshieldandWiXDevelopmentskillsaplus.",Posted few days ago
InlogicTechnologiesPvtLtd,"hive,algorithms,bi,sharepoint,pig,databasemanagement,database,postgresql,mysql,hadoop,bigdata,mongodb,crm,python,sas,javascript,cassandra,infrastructure",https://www.timesjobs.com/job-detail/python-developer-inlogic-technologies-pvt-ltd-chennai-1-to-4-yrs-jobid-VGCo5gAvhnVzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		JobDescriptionDemonstratedpracticalin-depthknowledgeofdataintegration,metadata,BIanalyticstoolsandBigDatatoolsExperienceindatabasemanagementsystemse.g.MySQL,PostgreSQL,MongoDB,MSSQLServerExperienceinprogrammingfordatascience,statistics,ormodelingExperienceinPython,includingnumericallibrariese.g.NumPyandscikit-learnExperienceininstalling,configuringandtestingHadoopecosystemcomponents(e.g.Hadoop,Storm,Kafka,Cassandra,Spark,Hive,Pig,etc.)Experienceindatavisualizationtoolsorlibrariese.g.PowerBI,Python(ggplot,matplotlib,pandas,pygal)andJavaScript(Leaflet,D3)ExperienceindataapplicationssuchasWeka,RapidMiner,SASEMandotherapplicationsAdegreeinITorMathematicsWorkexperienceofatleast1yearR&RKeyResponsibilitiesOutcomePerformanceMeasureDevelopmentandmaintenanceofautomatedsystemsandworkflowsforrelevantdepartmentsAllCompanyKPIsaremetandabletobetrackedusingappropriatetools.100PERCENTofKPIslistedbytheReportingManagerarequeriedandvisibleDevelopmentofHadoopsystemsandinfrastructureforMedtechsuiteofproductsClinicalaccuracyandefficiencyindevelopmentofalgorithmsandsystemsFeedbackfromReportingManagerAssistreportingmanagerinAIdevelopmentmainlyinPythonanddevelopmentofvoicetovoiceinteractionbotsusinginhouseNLP.AbilitytodeveloppredictiveandMLscriptsinpythonfortheenhancementanddevelopmentofAIenginesFeedbackfromReportingManagerAssistinanalyticalprojectsanddevelopmentoftoolsforautomationofreportsProjectisplannedandmanaged.Abletomeetthemilestonesatthestipulateddeadlines.FeedbackfromReportingManagerDeveloptestingprogramsthataddressareassuchasdatabaseimpacts,softwarescenarios,regressiontesting,negativetesting,errororbugretests,orusabilityTestprogramsarecomprehensivelypreparedinatimelyfashionQueryingtestprotocolachievesatleast97PERCENTaccuracyCarryoutindependentspecificprojectsandresearchandpresentfindingsProjectiscompletedinatimelymannerAllSuccessMeasuresassignedbyreportingmanageraremet.DatabasemanagementforexistingservicesDataiscleananduptodateatalltimes.Problem/issueanalysisreportApplyprojectmanagementmethodologies,principlesandtechniquestodevelopprojectplansandtocost,resourceandmanageprojects.ProperprojectmanagementtechniquesareimplementedandtrackedProjectproposalscontain(andnotlimitedto)PMgraphs,ganttanalysisandR.DemonstrateproficiencyoftheMedtechsuiteofproductsbypassingexamsLearnandstayuptodatewithMedtechproductsincludingMT32,MMH,CBITandEvolutiontoalevelwheretrainingcanbedelivered.90PERCENTmarksobtainedininternalexams.EnsurecompliancewithISOandISMSpolicies,servicelevelagreementsandprocedures.Allpoliciesareimplementedandservicestandardsarecompliedwith.UndergotrainingofISO,ISMSandMicrosoftGoldPartnerprocesseswherenecessary.FullcompliancetotheISOandISMSprocesses.BefamiliarwiththeISO/ISMStrainingprogram.UndergotrainingandbetotallyconversantwithinternalsystemssuchasCRM,ALM,SharePointandTelephonesystemsInternalsystemsproficiencyAbletodemonstrateproficiencyandusageofCRM",Posted few days ago
CONNECTING2WORK,"python,html5,javascript,sql,docker,database,node.js,django,java,postgresql,writtencommunication,heroku,mysql,angularjs,mongodb",https://www.timesjobs.com/job-detail/python-developer-connecting-2-work-thiruvananthapuram-5-to-8-yrs-jobid-Tb__SLASH__WXmXCIGJzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		JobDescriptionWearelookingforaPythonDevelopertojoinourengineeringteamandhelpusdevelopandmaintainvarioussoftwareproducts.Youshouldhaveexperiencebuildingwebapisandintegratewithfront-end.RequiredSkillsExcellentcodingskillsinPython.Mustbeablewritereusable,testable,andefficientcodeGoodknowledgewithanyofthewebframeworklikeDjango,FlaskBasicunderstandingoffront-endtechnologies,suchasJavaScript,HTML5,andCSS3.ShouldbewillingtolearnAngularJS.MusthaveexperiencewithanyofthedatabasetechnologieslikePostgreSQL,MySQL.Knowaboutobject-relationalmapperslikeSQLAlchemy.PreferredSkills5yearsofexperiencewithdegreeinComputerScience,EngineeringorarelatedsubjectExcellentverbal&writtencommunicationGoodunderstandingofasynchronousapplicationcommunicationusingAMQPorCelery.ExperiencewithdatastoreslikeMySQL,PostgreSQL,Elasticsearch,RedisandMongoDB.ExperiencewithcontainertechnologieslikeDocker,Kubernetes,etc.ExperiencewithcloudproviderslikeAWS,Heroku.ExperiencewithanyFrontendframeworklikeAngularJS,React,etc.ExperiencewithNode.jsorJava",Posted few days ago
recosenseinfosolutionspvt.ltd,"python,ubuntu,machinelearning,nosql,database,django,apache,api,unix",https://www.timesjobs.com/job-detail/python-developer-recosense-infosolutions-pvt-ltd-bengaluru-bangalore-0-to-1-yrs-jobid-jq__SLASH__CZm9L2fpzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		Requirement:Wearelookingforagoodprogrammerwithfollowingskills:1.Python2.Strongprogrammingskillsinanylanguage3.Unix/Ubuntu3.Independentprojects.Welookforcandidateswhohavelearntandworkedontheirownprojects/opensourcecontributions.Ifyouhavejustcompletedacodingcourse,pleasedontapplysincewelookforstrongprogrammingskills.FollowingskillswillbePlusfactor1.Anynosqldatabase2.DjangoFramework3.WebServersApache,Nginxetc4.CloudDeploymentofapplications5.NLPorMLframeworksOpenforanyacademicbackground.0to1yearsofexperience.",Posted few days ago
HRDEVIANDASSOCIATES,"fundamentals,python,sql,elasticsearch,infrastructure,softwaredeveloper,webcrawling",https://www.timesjobs.com/job-detail/python-developer-hr-devi-and-associates-bengaluru-bangalore-5-to-8-yrs-jobid-3qs__PLUS__Kuaz__SLASH__MhzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		Responsibilities:-BuildingAPIsandmicro-servicesthatpowerManchcoreproduct-OptimizeManchcontentforSearchEngines-Extractionofkeywords,phrasesandcreationthecorrectionb/wvariouscontent-BuildUIandtoolsthatcanfacilitatetheSEOforthecontentonManch-Scalingourapplicationtosustainheavytraffic-Buildingback-endinfrastructureRequired:-Shouldhavetheattitudetoshipfastwhileensuringthereliability-Shouldholdtheownershipoffeatures-StrongCSfundamentalsandproblem-solvingskills-Excellenthands-onwithpython-FamiliaritywithSEOoptimization-Experiencewithkeywordextractionandexpression-Familiarwithserver-siderenderingwithoneoftheplatform-WorkingknowledgeofNo-SQLDBs&Elasticsearch2yrsto5yrsofexperienceasSoftwareDevelopermandatoryShouldbeworkingwithaProductbasedcompany1yearexperienceinSEO,WebCrawling,WebsiteAnalytics2yearsexperienceinPythonDevelopment",Posted few days ago
HRDEVIANDASSOCIATES,"python,mobile,internettechnologies,java,devops,cloudcomputing",https://www.timesjobs.com/job-detail/python-developer-hr-devi-and-associates-hyderabad-secunderabad-bengaluru-bangalore-1-to-3-yrs-jobid-KuWK__SLASH__kJzYgJzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		JobopeningsforpythondeveloperinbangaloreJavaOrPythonDeveloperAlongWithAws(productDevelopment)(iit/nit/vit)BangaloreSourcingandScreeningGuidelinesmusttoHave:-anyLocationCandidatespositionOpenforBangalore/hyderabadonlyProductCompanyCandidatesonlyPremiumInstituteCandidatesskiils:-DevopsCloudTechnologyAnyProgrammingLanguagedutiesandResponsibilityabouttheJobsowareAgHasBeenaDataPioneerfromtheBeginning.OurProductofferingsEmpowerOurcustomerstoTurnTheirDataIntoValue.WehaveBeenDeliveringcustomer-centricInnovationTothousandsofMarketLeadingOrganisationsWorldwideforOver50years.TodaySowareAgEmploysmorethat4500Peoplein70CountriesandHadTotalRevenuesof865millionin2018.theSuccessfulCandidateWillJoinOurBangalore-basedCumulocityiotEdge/cloudR&dTeamtoWorkOndevelopingtheCumulocityIotEdgeandCloudPlatforms.CumulocityisSowareAgsLeadingInternetofThings(iot)Platform,AllowingMillionsofConnectedDevicestoBemanagedThroughPublic/privatecloudandNetworkEdgeDeploymentsofthePlatform.responsibilitiesofthisRoleInclude:WorkinginaCross-functionalAgileTeamtoDeliverIotPlatformfeaturesforCloudandEdgedeploymentsThroughtheCompleteDevelopmentLifecycleFromspecificationThroughToimplementation,DeploymentandSupport.ContributingtotheEvolutionoftheProductByDevelopingsignificantNewFunctionality,AndimprovingthePerformance,ScalabilityandRobustnessofThecumulocityIotCloudandEdgeplatform.DesigningandDevelopingAutomatedTestSuitesforHighperformanceDistributedSystems,coveringallAreasofTesting(functionalCorrectness,RobustnessAndperformance)AtallLevels(unit,SystemandEnd-to-endIntegration)inCloudandEdgedeployments.thisRoleProvidesOpportunitiestoWorkOnaWideVarietyofProjectscoveringAreasIncludingEdgeAndcloudComputing,DevelopingDistributedandFaultTolerantSystems,microServices,Virtualization,containerizationEtc.aboutYouyouWillBeaConscientious,HighlyMotivated,AsseExperience1-3YearsSalary8LacTo15LacP.A.IndustryITSoftware-Ecommerce/InternetTechnologiesQualificationMS/MasterofSurgeryKeySkillsPythonDevelopmentPython",Posted few days ago
PattemDigitalTechnologies,"securitycompliance,python,html5,mobile,svn,storage,javascript,security,database,django,git,webdeveloper,debugging",https://www.timesjobs.com/job-detail/python-developer-pattem-digital-technologies-noida-greater-noida-bengaluru-bangalore-2-to-7-yrs-jobid-SMze4LZ7fshzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		PythonDeveloperAreyoulookingforPythonWebDeveloperjobsinBangalore?WearelookingforapassionatePythonDevelopertojoinourteamattheearliest.Youwillberesponsibleformanagingtheinterchangeofdatabetweentheserverandtheusers.Youwillberesponsiblefordevelopingallserver-sidelogic,ensuringhighperformanceandresponsivenessofthefrontendrequests.Applynowifyouarepassionateaboutintegratingthefront-endelementsbuiltbyyourcoworkersintotheapplication.Havingabasicunderstandingoffront-endtechnologiesisaprerequisiteforthisprofile.SearchingforPythonWebdeveloperjobsinBangalore?ReadabouttheresponsibilitiesandskillsrequiredasourPythonDeveloper.KnowyourworkWritingreusable,testable,andefficientcodeDesignandimplementationoflowlatency,highavailability,andperformanceapplicationsIntegrationofuser-facingelementsdevelopedbyfront-enddeveloperswithserver-sidelogicImplementationofsecurityanddataprotectionIntegrationofdatastoragesolutionsWhatyouneedtoapplyWell-provenexpertiseasaseniorPythonDeveloperAdeptinatleastonePythonweb-basedframeworklikeDjango,Flask,TurboGears,orweb2pyExpertiseinORM(ObjectRelationalMapper)librariesIntegratenumerousdatasourcesanddatabasesKnowingthethreadingdrawbacksofPythonandmulti-processarchitectureExperiencedinserver-sidetemplateengineslikeJinja2,Mako,etc.OverviewknowledgeofafewfrontendtechnologieslikeJavaScript,HTML5,andCSS3KnowingthebestaccessibilityandsecuritycompliancepracticesExperiencedinuserauthenticationandauthorizationbetweendifferentsystems,servers,andenvironmentsKnowingfundamentaldesignprinciplesthatleadtoascalablesolutionKnowledgeofevent-drivenprogrammingpracticesinPythonUnderstandingthedifferentmultipledeliveryplatformsandknowingthedifferencesbetweenmobileanddesktopplatformstooptimizetheresultsCreatingdatabaseschemestohelpthebusinessProficientunittestanddebuggingskillsGreatknowledgeofcodeversioningtoolslikeGit,MercurialorSVN",Posted few days ago
FresherMart,"securitycompliance,css,dbms,sql,docker,database,git,debugging,html,python,problemsolving,javascript,django,angularjs",https://www.timesjobs.com/job-detail/python-developer-freshermart-chennai-4-to-7-yrs-jobid-PtjoVGZpxiRzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		JobDescription:ASeniorPythonDevelopershouldbeparticipatinginallphasesofthesoftwaredevelopmentlifecyclestartingfromrequirementsgatheringandunderstandinguptodeliveringarobustapplicationasperclientsexpectation.Thefocuswouldbemoreonproblemsolvingapproachwithalongtermimplementationandsupportinmindinsteadofjustprovidingatemporarysolution.Heshouldbeabletoanalyzeandunderstandthingsquickly,identifytheapproachanddetailoutitwithastepbystepprocessforteamandclient.Shouldhavehands-onknowledgeonPython,DjangoORFlaskORothersimilarWebapplicationframework,Database,ORMandFrontendTechnologies(JavascriptReact/Angularwouldbeaplus.Asaseniorshouldbeabletomanageotherpeopleintheteam,trainandgroomthem.Shouldbeabletounderstandbasicprogrammingprinciplesandprocessesforprojectexecution,helptheteamkeepingthecodeasperstandardqualityrequirementsusingcodeanalysisandautomatedtestcoverageRequiredSkills:ExpertinPython,Django/Flaskismust.Shouldbeabletocodehimself,notjustdelegatingworktotheteam.FamiliaritywithsomeORM(ObjectRelationalMapper)librariesUnderstandingofthethreadinglimitationsofPython,andmulti-processarchitectureGoodunderstandingofserver-sidetemplatingCoachjuniorteammembers.Understandingoffront-endtechnologies(ReactJS,AngularJSorother),Javascript,HTML,CSS.UnderstandingofaccessibilityandsecuritycomplianceKnowledgeofuserauthenticationandauthorizationbetweenmultiplesystems.UnderstandingoffundamentaldesignprinciplesbehindascalableapplicationFamiliaritywithevent-drivenprogramminginPythonUnderstandingandknowledgeofdiff.databasesandDBMS/SQL.Proficientingitprocesses,basicprojectmgmt.,Codereviewautomatedandpeer,refactoring,deploymentovercloudservers,dockerExcellentwrittenandverbalcommunicationskillsinEnglishStrongunittestingcapabilitiesidentifyingusecases,writingtestcasesandachievecodecoverageforfunctionalguarantee.Strongdebuggingandproblem-solvingapproach.Education:B.Tech/B.E/MCAJobLocation:ChennaiExperience(Years):4-7Years",Posted few days ago
FresherMart,"c,systemsecurity,database,apache,oops,datastructures,c#,itk,python,c",https://www.timesjobs.com/job-detail/python-developer-freshermart-mumbai-bengaluru-bangalore-2-to-7-yrs-jobid-Z__SLASH__aqucghlhJzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		JobDescription:Youwillbepartoftheteamfocusedtowardsdevelopmentofsoftwareproducts.YouwillberesponsiblefordevelopingarichclientapplicationtoviewDICOMImages.Youwillcollaboratewithengineers,testengineersandotherprojectteammembers,asrequired.Onaneedbasisyoumightexpectedtointeractwithcustomersaswell.Wesupportagilemethodologyforourproductdevelopment.Responsibilities:Buildbestinclasssoftwarewithperformance,reliabilityanduserexperienceTroubleshootandresolvedefectsalongwithrootcauseanalysisProducerequiredobjectiveevidenceanddocumentsforcompliancepurposeEstimateeffortforthescopeofworkCollaborateeffectivelywitheveryoneintheteamtoachievecustomersatisfactionAdheretoestablishedprocesses,workinstructionsandguidelinesExploreandlearnalternatetechnologiestobuildanddemonstrateprototypes/PoCLanguage/Libraries:WPF,C,C#,VTK/ITK,QT,Swift,Objective-CTechnologiesRequired:ApachePlatform/Server:WindowsServer,CentOS,AzureConcepts:OOPS,STL,DataStructures,Multi-Threading,ComputerNetwork,SystemSecurity,DatabasePersonalTraits:AbilitytoworkindependentlyandeffectivelycollaboratewithothermembersintheteamAbilitytoprioritizeandmeetcriticalprojectmilestonesanddeadlinesPassionforcreatingproductstoachievecustomerandusersatisfactionWillingnesstolearnandadoptnewtechnologyLanguagesProficiency:Shouldbeabletocommunicate,bothverbalandwritten,inEnglishlanguageQualificationRequired:B.Tech,BEinComputerScienceorrelateddisciplineExperience(Years):WebapplicationusingPythonWPFbasedapplicationdevelopmentusingC#AgileframeworkfordevelopmentJobLocation:BangaloreMumbaiExperience(Years):2-7Years",Posted few days ago
IgnatiuzSoftware,"python,css,html5,javascript,database,django,protocoltesting,postgresql,systemdevelopment,html,mysql,api,mongodb",https://www.timesjobs.com/job-detail/python-developer-ignatiuz-software-indore-1-to-3-yrs-jobid-JWpty389wtNzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		ThecandidatesapplyingforthepositionofPythonDevelopermusthaveWebapplicationdevelopmentusingCSS/HTML/HTML5/Javascript/Angularandback-endAPIinterfacewithPythonStrongprogrammingskillinpythonwebframeworkStrongknowledgeofdatabasedesignandoptimization(PostgreSQL,MySQL)Musthaveworkedondatabases(MongoDB,Django,etc)AbilitytounderstandandarticulatetherequirementsandchallengesUnderstandingthemainapproachesinbuildinghigh-loadenvironmentExperienceincreatingdatabaseschemastoaligntobusinessprocessExposuretoloadtesting,Performancetesting,APItesting,Protocoltesting&back-endtestingExposuretoAWSisaplusExposuretoautomatedsystemdevelopmenttools",Posted few days ago
"BestInfosystemsLtd.
(MoreJobs)","PYTHONDEVELOPER,AngularJS,GerritGitSVN",https://www.timesjobs.com/job-detail/python-developer-hiring-for-a-leading-company-delhi-5-to-10-yrs-jobid-gWjwYMcqbO1zpSvf__PLUS__uAgZw==&source=srp,"JobDescription
PYTHONDEVELOPER
Location:Delhi
Experience:5to10Years
1.PythonDeveloper
JobDescription:
Experience5yrsofexperienceindevelopmentSolidexperienceasPythonDeveloperExperiencewith
PythonframeworksegDjangoFlaskBottleExperienceinbuildinganddeployingapplicationonCloud
GoodknowledgeofLinuxsystemandShellscriptingFamiliaritywithRESTAPIWebservicedevelopment
UnderstandingofdatabasesandSQLKnowledgeofJavaScriptandtheAngularJSframeworkisaplus
AttentiontodetailBScinComputerScienceEngineeringorrelevantfieldHandsonexperienceinCode
VersioningSystemslikeGerritGitSVNetcGoodSoftskillsInteractionwithCustomerLocalteamfor
RequirementGatheringAnalysisandDiscussionExperienceonRestfulAPIanduseitforserviceaccess
SolidexperienceasPythonDeveloperExperiencewithPythonframeworksegDjangoFlaskBottle
ExperienceinbuildinganddeployingapplicationonCloudGoodknowledgeofLinuxsystemandShell
scriptingFamiliaritywithRESTAPIWebservicedevelopmentUnderstandingofdatabasesandSQL
KnowledgeofJavaScriptandtheAngularJSframeworkisaplusAttentiontodetailBScinComputer
ScienceEngineeringorrelevantfieldHandsonexperienceinCodeVersioningSystemslikeGerritGit
SVNetcGoodSoftskillsInteractionwithCustomerLocalteamforRequirementGatheringAnalysisand
DiscussionExperienceon RestfulAPIanduseitforserviceaccess.",Posted few days ago
FineJobsConsultantPvt.Ltd.,"python,oracle,javascript,informix,node.js,django,webdevelopment",https://www.timesjobs.com/job-detail/python-developer-fine-jobs-consultant-pvt-ltd-mumbai-0-to-3-yrs-jobid-Z7zVeX7h7XtzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		JobDescriptionWeareHiringforPythonDeveloperThecandidatewhohavestrongexperienceinPythoncodingalongwithDjango,shouldbehavehandsonexperienceinJavascriptandAngularorNodejs.SalaryNegotiableIndustryITSoftwareSubIndustrySoftwareDevelopmentFunctionalAreaITSoftwareDevelopmentSpecializationIT/TechnicalContentDeveloperRoleExecutive/OfficerLevelKeyskillsPythonJavascriptnode.jsDesiredCandidateProfilePleasereferonJDEducationHighestQualificationGraduationAnyGraduate",Posted few days ago
